id_paiement,id_commande,montant_paye,mode_paiement,date_paiement,statut_paiement
PAY00275,CMD00275,36600.0,Mobile Money,2025-09-19 05:31:00,Valide
PAY00183,CMD00183,993200.0,Especes a la livraison,2026-01-30 21:13:00,Rembourse
PAY00074,CMD00074,157800.0,Mobile Money,2025-03-23 19:38:00,Echoue
PAY00649,CMD00649,42200.0,Especes a la livraison,2025-08-22 04:27:00,Echoue
PAY00539,CMD00539,519400.0,Especes a la livraison,2025-06-04 12:16:00,Valide
PAY00080,CMD00080,25300.0,Mobile Money,2025-06-05 06:29:00,Valide
PAY00555,CMD00555,1118200.0,Especes a la livraison,2026-01-25 16:18:00,Valide
PAY00679,CMD00679,220100.0,Carte bancaire,2025-11-03 21:05:00,Rembourse
PAY00343,CMD00343,94300.0,Especes a la livraison,2025-03-18 00:49:00,Valide
PAY00014,CMD00014,818000.0,Carte bancaire,2025-03-20 23:57:00,Valide
PAY00699,CMD00699,254400.0,Mobile Money,2025-03-12 04:09:00,Valide
PAY00689,CMD00689,157800.0,Especes a la livraison,2025-09-28 15:39:00,Valide
PAY00062,CMD00062,882900.0,Mobile Money,2025-12-21 06:54:00,Valide
PAY00270,CMD00270,729400.0,Especes a la livraison,2025-02-15 22:32:00,Valide
PAY00389,CMD00389,163600.0,Carte bancaire,2025-08-16 14:14:00,Echoue
PAY00499,CMD00499,1634400.0,Virement,2025-06-29 10:44:00,Valide
PAY00111,CMD00111,70800.0,Especes a la livraison,2026-01-05 15:43:00,Valide
PAY00690,CMD00690,8000.0,Carte bancaire,2025-12-01 01:08:00,Valide
PAY00122,CMD00122,-94300.0,Especes a la livraison,2025-11-20 06:35:00,Echoue
PAY00549,CMD00549,101800.0,Especes a la livraison,2025-07-01 08:58:00,Valide
PAY00153,CMD00153,232000.0,Carte bancaire,2025-07-05 07:54:00,Echoue
PAY00146,CMD00146,80700.0,Mobile Money,2025-10-28 03:22:00,Valide
PAY00181,CMD00181,99400.0,Virement,2026-01-11 04:08:00,Valide
PAY00294,CMD00294,55600.0,Carte bancaire,2025-05-09 02:48:00,Valide
PAY00312,CMD00312,41800.0,Mobile Money,2025-04-01 11:32:00,Valide
PAY00678,CMD00678,835700.0,Virement,2025-12-09 06:45:00,Valide
PAY00408,CMD00408,537500.0,Especes a la livraison,2025-08-15 12:22:00,Valide
PAY00492,CMD00492,219500.0,Virement,2025-11-29 01:36:00,Valide
PAY00093,CMD00093,27800.0,Mobile Money,2025-07-03 19:35:00,Echoue
PAY00546,CMD00546,209100.0,Especes a la livraison,2025-09-29 09:46:00,Rembourse
PAY00170,CMD00170,704600.0,Carte bancaire,2025-05-15 16:03:00,Valide
PAY00054,CMD00054,370200.0,Carte bancaire,2026-01-10 07:50:00,Valide
PAY00563,CMD00563,804200.0,Especes a la livraison,2025-09-23 06:51:00,Valide
PAY00419,CMD00419,172200.0,Mobile Money,2025-12-23 08:08:00,Valide
PAY90008,CMD80008,71300.0,Carte bancaire,2025-07-20 16:09:00,Valide
PAY00655,CMD00655,106500.0,Especes a la livraison,2026-01-13 13:39:00,Valide
PAY00132,CMD00132,247600.0,Virement,2025-03-25 16:03:00,Valide
PAY00382,CMD00382,55600.0,Especes a la livraison,2025-10-15 04:08:00,Rembourse
PAY00319,CMD00319,106500.0,Carte bancaire,2025-06-22 16:56:00,Valide
PAY00155,CMD00155,607100.0,Virement,2025-05-29 15:14:00,Valide
PAY00376,CMD00376,144900.0,Carte bancaire,2025-07-31 16:40:00,Valide
PAY00023,CMD00023,303300.0,Especes a la livraison,2025-05-23 08:32:00,Valide
PAY00508,CMD00508,189600.0,Especes a la livraison,2025-10-14 11:59:00,Valide
PAY00520,CMD00520,518600.0,Virement,2026-01-23 16:53:00,Valide
PAY00704,CMD90004,57800.0,Carte bancaire,2025-06-07 02:24:00,Valide
PAY00212,CMD00212,716700.0,Especes a la livraison,2025-08-03 10:05:00,Valide
PAY00608,CMD00608,397200.0,Especes a la livraison,2025-02-08 14:47:00,Echoue
PAY00089,CMD00089,149000.0,Especes a la livraison,2025-09-25 09:57:00,Valide
PAY00101,CMD00101,165800.0,Virement,2025-08-10 18:08:00,Valide
PAY00692,CMD00692,91600.0,Virement,2025-07-20 23:49:00,Valide
PAY00594,CMD00594,86100.0,Carte bancaire,2025-07-15 04:39:00,Valide
PAY00616,CMD00616,112200.0,Especes a la livraison,2025-11-23 12:21:00,Valide
PAY00527,CMD00527,1694700.0,Especes a la livraison,2026-01-05 06:29:00,Echoue
PAY00438,CMD00438,42200.0,Especes a la livraison,2025-04-27 19:47:00,Valide
PAY00231,CMD00231,169200.0,Carte bancaire,2025-07-27 10:53:00,Valide
PAY00225,CMD00225,816200.0,Especes a la livraison,2025-11-06 17:26:00,Valide
PAY00593,CMD00593,490300.0,Mobile Money,2025-11-08 08:17:00,Valide
PAY00472,CMD00472,91100.0,Virement,2025-07-18 12:33:00,Valide
PAY00479,CMD00479,673600.0,Especes a la livraison,2025-07-21 06:11:00,Valide
PAY00583,CMD00583,914900.0,Mobile Money,2025-09-01 10:54:00,Valide
PAY00298,CMD00298,473400.0,Virement,2026-01-04 08:38:00,Valide
PAY00268,CMD00268,186900.0,Mobile Money,2025-08-17 09:38:00,Valide
PAY00469,CMD00469,126100.0,Virement,2025-05-03 22:43:00,Valide
PAY00369,CMD00369,156200.0,Carte bancaire,2025-03-05 12:57:00,Valide
PAY00481,CMD00481,223000.0,Carte bancaire,2025-09-29 06:25:00,Valide
PAY00475,CMD00475,115800.0,Virement,2025-12-27 05:18:00,Valide
PAY00020,CMD00020,55000.0,Carte bancaire,2025-06-13 05:52:00,Valide
PAY00602,CMD00602,42200.0,Especes a la livraison,2025-09-10 02:42:00,Valide
PAY00512,CMD00512,436000.0,Virement,2026-01-25 22:47:00,Valide
PAY00083,CMD00083,796800.0,Mobile Money,2025-11-03 00:13:00,Valide
PAY00705,CMD90005,323200.0,Mobile Money,2025-06-07 04:50:00,Valide
PAY00553,CMD00553,45500.0,Especes a la livraison,2025-11-05 16:53:00,Valide
PAY00381,CMD00381,71300.0,Carte bancaire,2025-08-13 09:51:00,Valide
PAY00222,CMD00222,339400.0,Mobile Money,2025-06-03 14:40:00,Valide
PAY00473,CMD00473,471600.0,Mobile Money,2025-07-22 12:10:00,Valide
PAY00495,CMD00495,25400.0,Virement,2025-08-15 05:10:00,Valide
PAY00349,CMD00349,256700.0,Carte bancaire,2025-09-01 00:23:00,Valide
PAY00344,CMD00344,101100.0,Carte bancaire,2025-10-13 15:39:00,Valide
PAY00642,CMD00642,144900.0,Carte bancaire,2025-01-23 14:49:00,Valide
PAY00055,CMD00055,36300.0,Especes a la livraison,2025-12-28 09:13:00,Valide
PAY00446,CMD00446,106500.0,Mobile Money,2025-06-18 01:15:00,Valide
PAY00280,CMD00280,260800.0,Especes a la livraison,2025-07-01 11:38:00,Echoue
PAY00110,CMD00110,206800.0,Carte bancaire,2025-12-12 19:17:00,Valide
PAY00633,CMD00633,47200.0,Mobile Money,2025-05-23 03:12:00,Valide
PAY00127,CMD00127,796800.0,Especes a la livraison,2025-06-10 02:50:00,Valide
PAY00420,CMD00420,674100.0,Carte bancaire,2025-04-27 23:55:00,Valide
PAY00255,CMD00255,74000.0,Especes a la livraison,2025-08-17 04:04:00,Valide
PAY00125,CMD00125,437000.0,Mobile Money,2025-04-15 16:09:00,Valide
PAY00206,CMD00206,2448600.0,Especes a la livraison,2025-10-10 09:36:00,Valide
PAY00459,CMD00459,245400.0,Carte bancaire,2025-11-29 02:23:00,Valide
PAY00208,CMD00208,946900.0,Mobile Money,2025-08-25 07:03:00,Valide
PAY00377,CMD00377,106500.0,Carte bancaire,2025-12-08 06:22:00,Valide
PAY00356,CMD00356,1265400.0,Virement,2026-01-28 17:34:00,Valide
PAY00087,CMD00087,522600.0,Mobile Money,2025-06-29 11:25:00,Echoue
PAY00478,CMD00478,228300.0,Mobile Money,2025-08-15 14:51:00,Valide
PAY00047,CMD00047,1741300.0,Virement,2025-04-23 11:29:00,Rembourse
PAY00643,CMD00643,25400.0,Carte bancaire,2025-10-16 17:47:00,Valide
PAY00483,CMD00483,101200.0,Especes a la livraison,2025-02-25 13:55:00,Rembourse
PAY00061,CMD00061,314400.0,Especes a la livraison,2025-06-01 08:39:00,Valide
PAY00164,CMD00164,306000.0,Mobile Money,2025-03-20 18:33:00,Valide
PAY00686,CMD00686,74000.0,Mobile Money,2025-07-26 13:53:00,Valide
PAY00313,CMD00313,881900.0,Carte bancaire,2025-08-07 21:29:00,Valide
PAY00049,CMD00049,540300.0,Especes a la livraison,2025-11-16 23:25:00,Valide
PAY00291,CMD00291,287300.0,Mobile Money,2025-09-29 03:37:00,Valide
PAY00260,CMD00260,144100.0,Carte bancaire,2025-03-10 03:20:00,Valide
PAY00010,CMD00010,117800.0,Virement,2025-09-21 05:30:00,Rembourse
PAY00551,CMD00551,571500.0,Carte bancaire,2025-09-13 11:12:00,Valide
PAY00604,CMD00604,276600.0,Virement,2025-07-16 18:42:00,Valide
PAY00695,CMD00695,203400.0,Mobile Money,2025-09-27 06:09:00,Valide
PAY00044,CMD00044,207100.0,Virement,2025-11-01 23:49:00,Valide
PAY00372,CMD00372,455800.0,Carte bancaire,2025-08-27 08:14:00,Valide
PAY00159,CMD00159,16000.0,Mobile Money,2025-12-21 06:01:00,Valide
PAY00384,CMD00384,25300.0,Virement,2025-09-28 17:45:00,Valide
PAY00388,CMD00388,27800.0,Mobile Money,2025-02-25 11:18:00,Valide
PAY00385,CMD00385,122600.0,Virement,2025-07-21 21:01:00,Valide
PAY00671,CMD00671,219800.0,Especes a la livraison,2025-03-31 14:50:00,Valide
PAY00348,CMD00348,194600.0,Carte bancaire,2026-01-07 09:09:00,Echoue
PAY00063,CMD00063,300400.0,Mobile Money,2025-12-01 02:12:00,Valide
PAY00219,CMD00219,36300.0,Mobile Money,2025-02-21 07:22:00,Rembourse
PAY00084,CMD00084,398600.0,Carte bancaire,2025-08-17 20:58:00,Valide
PAY00200,CMD00200,327200.0,Mobile Money,2025-06-30 16:31:00,Valide
PAY00081,CMD00081,101800.0,Virement,2025-11-10 22:29:00,Valide
PAY00325,CMD00325,153100.0,Carte bancaire,2025-09-18 12:37:00,Valide
PAY00232,CMD00232,25300.0,Virement,2025-05-02 18:54:00,Valide
PAY00647,CMD00647,40500.0,Carte bancaire,2025-09-21 13:15:00,Valide
PAY90006,CMD80006,174800.0,Carte bancaire,2025-04-25 03:03:00,Valide
PAY00683,CMD00683,245200.0,Especes a la livraison,2025-04-22 01:09:00,Echoue
PAY00346,CMD00346,32000.0,Mobile Money,2025-05-31 04:55:00,Valide
PAY00614,CMD00614,202200.0,Carte bancaire,2025-01-22 19:23:00,Valide
PAY00681,CMD00681,150800.0,Especes a la livraison,2025-08-26 22:28:00,Valide
PAY00544,CMD00544,469400.0,Virement,2025-08-10 00:14:00,Valide
PAY90001,CMD80001,1683600.0,Carte bancaire,2025-11-06 12:09:00,Valide
PAY00267,CMD00267,41800.0,Mobile Money,2025-09-22 14:55:00,Echoue
PAY00631,CMD00631,471000.0,Virement,2025-12-31 12:01:00,Valide
PAY00118,CMD00118,248800.0,Mobile Money,2025-08-21 13:49:00,Valide
PAY00485,CMD00485,122600.0,Virement,2026-01-24 07:22:00,Valide
PAY00407,CMD00407,144900.0,Especes a la livraison,2025-09-28 19:55:00,Valide
PAY00285,CMD00285,558400.0,Especes a la livraison,2025-04-14 16:30:00,Valide
PAY00518,CMD00518,417400.0,Especes a la livraison,2025-07-30 15:00:00,Valide
PAY00057,CMD00057,169200.0,Carte bancaire,2025-09-16 07:22:00,Valide
PAY00424,CMD00424,146100.0,Virement,2025-10-20 05:39:00,Valide
PAY00149,CMD00149,678800.0,Virement,2025-06-21 02:50:00,Rembourse
PAY00595,CMD00595,64100.0,Carte bancaire,2025-08-14 08:11:00,Valide
PAY00071,CMD00071,102500.0,Mobile Money,2026-01-22 17:29:00,Valide
PAY00042,CMD00042,25400.0,Carte bancaire,2025-10-25 12:02:00,Valide
PAY00562,CMD00562,122600.0,Carte bancaire,2025-09-06 04:37:00,Rembourse
PAY00646,CMD00646,67800.0,Mobile Money,2025-09-26 10:25:00,Valide
PAY00486,CMD00486,444400.0,Virement,2025-03-15 16:59:00,Valide
PAY00024,CMD00024,276600.0,Especes a la livraison,2025-12-13 12:32:00,Valide
PAY00675,CMD00675,1612000.0,Especes a la livraison,2025-08-08 08:29:00,Valide
PAY00173,CMD00173,25300.0,Virement,2025-03-18 05:53:00,Valide
PAY00309,CMD00309,559100.0,Mobile Money,2025-05-06 01:19:00,Valide
PAY00361,CMD00361,172200.0,Especes a la livraison,2025-11-22 10:16:00,Valide
PAY00630,CMD00630,299700.0,Mobile Money,2025-07-30 23:45:00,Valide
PAY00327,CMD00327,8000.0,Carte bancaire,2025-02-16 23:14:00,Valide
PAY00033,CMD00033,665000.0,Carte bancaire,2025-09-18 02:54:00,Rembourse
PAY00300,CMD00300,86100.0,Virement,2025-10-27 06:27:00,Valide
PAY00365,CMD00365,870600.0,Mobile Money,2025-12-06 13:47:00,Valide
PAY00246,CMD00246,375800.0,Mobile Money,2025-12-06 17:32:00,Valide
PAY00085,CMD00085,142000.0,Virement,2025-06-28 08:08:00,Valide
PAY00186,CMD00186,66000.0,Mobile Money,2025-05-28 08:47:00,Valide
PAY00543,CMD00543,425600.0,Virement,2025-10-15 01:27:00,Valide
PAY00195,CMD00195,36300.0,Mobile Money,2025-06-13 10:49:00,Valide
PAY00665,CMD00665,971600.0,Mobile Money,2025-08-11 07:49:00,Valide
PAY00525,CMD00525,-486300.0,Carte bancaire,2025-09-26 02:59:00,Echoue
PAY00585,CMD00585,276600.0,Virement,2025-05-24 22:51:00,Valide
PAY00360,CMD00360,155200.0,Carte bancaire,2025-06-24 06:46:00,Valide
PAY00258,CMD00258,91100.0,Mobile Money,2025-03-04 08:25:00,Echoue
PAY00331,CMD00331,598700.0,Especes a la livraison,2025-06-27 18:05:00,Valide
PAY00447,CMD00447,333400.0,Mobile Money,2025-11-23 08:38:00,Valide
PAY00056,CMD00056,101800.0,Carte bancaire,2025-07-18 11:37:00,Echoue
PAY00026,CMD00026,133900.0,Especes a la livraison,2026-01-23 14:53:00,Valide
PAY00651,CMD00651,107400.0,Virement,2025-05-21 02:38:00,Valide
PAY00064,CMD00064,127900.0,Mobile Money,2025-04-07 13:56:00,Valide
PAY00576,CMD00576,106500.0,Carte bancaire,2025-10-26 09:44:00,Valide
PAY00043,CMD00043,1383000.0,Mobile Money,2025-09-29 07:49:00,Valide
PAY00147,CMD00147,682100.0,Virement,2026-01-17 10:11:00,Valide
PAY00006,CMD00006,1674200.0,Especes a la livraison,2025-08-23 08:05:00,Valide
PAY00463,CMD00463,1683600.0,Carte bancaire,2025-11-06 12:09:00,Valide
PAY00096,CMD00096,202200.0,Mobile Money,2025-06-09 11:20:00,Rembourse
PAY00018,CMD00018,41800.0,Mobile Money,2025-07-27 15:22:00,Valide
PAY00037,CMD00037,729800.0,Virement,2025-08-03 01:07:00,Valide
PAY00667,CMD00667,53600.0,Especes a la livraison,2025-10-16 02:05:00,Valide
PAY00547,CMD00547,670900.0,Especes a la livraison,2025-12-18 15:30:00,Valide
PAY00144,CMD00144,284200.0,Virement,2025-11-22 18:49:00,Valide
PAY00129,CMD00129,1618000.0,Especes a la livraison,2025-11-13 15:01:00,Valide
PAY00104,CMD00104,65700.0,Virement,2025-12-29 12:13:00,Valide
PAY00496,CMD00496,173500.0,Mobile Money,2025-06-13 06:47:00,Valide
PAY00541,CMD00541,146600.0,Especes a la livraison,2025-03-29 13:42:00,Valide
PAY00383,CMD00383,1145400.0,Mobile Money,2025-05-19 23:08:00,Valide
PAY00304,CMD00304,157800.0,Mobile Money,2025-08-10 18:45:00,Valide
PAY00517,CMD00517,298000.0,Especes a la livraison,2025-08-13 14:59:00,Valide
PAY00621,CMD00621,26800.0,Carte bancaire,2025-06-05 09:26:00,Rembourse
PAY00622,CMD00622,169600.0,Mobile Money,2025-07-07 09:04:00,Valide
PAY00435,CMD00435,51100.0,Virement,2025-07-24 05:13:00,Valide
PAY00557,CMD00557,87400.0,Carte bancaire,2025-08-05 09:03:00,Echoue
PAY00355,CMD00355,362800.0,Especes a la livraison,2025-05-17 15:41:00,Valide
PAY00688,CMD00688,65700.0,Carte bancaire,2026-01-26 22:50:00,Valide
PAY00213,CMD00213,141800.0,Virement,2025-12-14 16:38:00,Valide
PAY00029,CMD00029,65700.0,Carte bancaire,2025-06-12 19:25:00,Valide
PAY00182,CMD00182,825900.0,Virement,2025-06-25 02:38:00,Valide
PAY00025,CMD00025,1850200.0,Mobile Money,2025-07-04 20:22:00,Rembourse
PAY00399,CMD00399,26800.0,Virement,2025-12-12 18:31:00,Valide
PAY00625,CMD00625,26800.0,Carte bancaire,2025-11-25 16:27:00,Echoue
PAY00065,CMD00065,65400.0,Mobile Money,2025-03-10 01:19:00,Valide
PAY00350,CMD00350,202400.0,Mobile Money,2025-11-26 17:04:00,Valide
PAY00039,CMD00039,233100.0,Virement,2025-11-26 15:04:00,Valide
PAY00444,CMD00444,167600.0,Carte bancaire,2025-06-19 04:28:00,Valide
PAY00696,CMD00696,2446000.0,Mobile Money,2025-04-19 08:10:00,Valide
PAY00007,CMD00007,144100.0,Especes a la livraison,2026-01-05 03:51:00,Valide
PAY00402,CMD00402,367800.0,Mobile Money,2025-11-16 14:51:00,Valide
PAY00425,CMD00425,1681800.0,Virement,2025-12-21 20:28:00,Valide
PAY00416,CMD00416,289200.0,Carte bancaire,2025-04-17 03:12:00,Valide
PAY00185,CMD00185,40500.0,Carte bancaire,2025-05-16 03:04:00,Valide
PAY00226,CMD00226,429500.0,Virement,2025-06-14 01:56:00,Valide
PAY00204,CMD00204,262700.0,Carte bancaire,2025-10-03 20:38:00,Valide
PAY00554,CMD00554,16600.0,Mobile Money,2025-05-30 23:20:00,Valide
PAY00176,CMD00176,383900.0,Virement,2025-11-21 04:15:00,Valide
PAY00592,CMD00592,455200.0,Especes a la livraison,2025-06-07 04:50:00,Valide
PAY00533,CMD00533,-112600.0,Mobile Money,2025-08-12 11:57:00,Echoue
PAY00124,CMD00124,120400.0,Mobile Money,2025-07-14 13:05:00,Valide
PAY00395,CMD00395,55600.0,Carte bancaire,2025-08-03 08:28:00,Valide
PAY00466,CMD00466,1326900.0,Carte bancaire,2025-08-25 13:45:00,Valide
PAY00423,CMD00423,185200.0,Virement,2025-11-21 09:44:00,Valide
PAY00142,CMD00142,174800.0,Carte bancaire,2025-09-15 14:14:00,Rembourse
PAY00289,CMD00289,1118200.0,Virement,2025-04-27 19:37:00,Echoue
PAY00528,CMD00528,1932800.0,Especes a la livraison,2026-02-04 17:49:00,Rembourse
PAY00566,CMD00566,259600.0,Especes a la livraison,2025-05-24 11:53:00,Valide
PAY00664,CMD00664,183600.0,Carte bancaire,2025-10-22 20:15:00,Rembourse
PAY00615,CMD00615,72900.0,Especes a la livraison,2025-01-31 03:27:00,Valide
PAY00229,CMD00229,213900.0,Virement,2025-01-24 01:18:00,Valide
PAY00578,CMD00578,174800.0,Mobile Money,2025-11-26 06:13:00,Valide
PAY00326,CMD00326,1118200.0,Especes a la livraison,2025-09-05 00:01:00,Valide
PAY00273,CMD00273,611400.0,Virement,2025-12-06 00:53:00,Valide
PAY00638,CMD00638,224400.0,Virement,2025-10-29 05:18:00,Valide
PAY00073,CMD00073,473400.0,Virement,2025-07-29 13:05:00,Echoue
PAY00172,CMD00172,975700.0,Especes a la livraison,2025-09-22 05:53:00,Valide
PAY00333,CMD00333,318200.0,Mobile Money,2025-09-17 17:07:00,Valide
PAY00532,CMD00532,72600.0,Carte bancaire,2025-10-22 10:19:00,Valide
PAY00283,CMD00283,76800.0,Carte bancaire,2025-08-20 02:34:00,Valide
PAY00657,CMD00657,163600.0,Carte bancaire,2025-08-08 06:00:00,Valide
PAY00097,CMD00097,64100.0,Especes a la livraison,2025-08-10 03:10:00,Valide
PAY00060,CMD00060,27800.0,Especes a la livraison,2025-04-28 15:36:00,Echoue
PAY00210,CMD00210,368500.0,Especes a la livraison,2025-09-18 16:00:00,Echoue
PAY00301,CMD00301,317200.0,Virement,2025-11-14 13:54:00,Valide
PAY00501,CMD00501,524900.0,Carte bancaire,2025-08-22 22:01:00,Valide
PAY00175,CMD00175,796800.0,Especes a la livraison,2025-05-28 12:23:00,Valide
PAY00662,CMD00662,293300.0,Mobile Money,2025-08-14 23:34:00,Rembourse
PAY00599,CMD00599,125400.0,Especes a la livraison,2026-01-30 16:14:00,Valide
PAY00680,CMD00680,444400.0,Virement,2025-11-03 11:47:00,Valide
PAY00386,CMD00386,161600.0,Especes a la livraison,2025-04-20 19:17:00,Valide
PAY00534,CMD00534,199100.0,Carte bancaire,2025-10-28 00:51:00,Valide
PAY00103,CMD00103,434700.0,Virement,2025-10-21 14:03:00,Valide
PAY00521,CMD00521,816200.0,Carte bancaire,2025-10-14 04:35:00,Valide
PAY00050,CMD00050,70900.0,Mobile Money,2025-05-24 11:25:00,Valide
PAY00302,CMD00302,520700.0,Virement,2025-04-17 11:38:00,Valide
PAY00123,CMD00123,584500.0,Virement,2025-07-01 18:24:00,Rembourse
PAY00090,CMD00090,327200.0,Mobile Money,2025-11-28 09:10:00,Valide
PAY00015,CMD00015,1632400.0,Mobile Money,2025-10-09 10:47:00,Valide
PAY90009,CMD80009,512200.0,Carte bancaire,2025-08-10 00:01:00,Valide
PAY00703,CMD90003,157800.0,Virement,2025-06-29 11:17:00,Valide
PAY00032,CMD00032,108000.0,Especes a la livraison,2025-06-28 11:01:00,Valide
PAY00480,CMD00480,243200.0,Mobile Money,2025-11-22 07:39:00,Valide
PAY00233,CMD00233,40500.0,Especes a la livraison,2025-02-13 21:32:00,Valide
PAY90003,CMD80003,826800.0,Mobile Money,2025-09-12 00:04:00,Rembourse
PAY00590,CMD00590,212500.0,Carte bancaire,2025-10-05 21:10:00,Valide
PAY00641,CMD00641,560600.0,Mobile Money,2025-08-08 16:16:00,Rembourse
PAY00254,CMD00254,256900.0,Especes a la livraison,2025-04-21 03:13:00,Echoue
PAY00601,CMD00601,149000.0,Virement,2025-11-01 19:33:00,Rembourse
PAY00133,CMD00133,50600.0,Especes a la livraison,2025-08-30 06:15:00,Rembourse
PAY00452,CMD00452,346100.0,Mobile Money,2025-10-05 19:39:00,Rembourse
PAY00561,CMD00561,497000.0,Virement,2025-10-26 13:53:00,Rembourse
PAY00048,CMD00048,405200.0,Mobile Money,2025-04-26 07:18:00,Valide
PAY00476,CMD00476,276500.0,Virement,2025-06-13 16:31:00,Valide
PAY00362,CMD00362,25400.0,Carte bancaire,2025-12-29 11:54:00,Valide
PAY00105,CMD00105,94100.0,Virement,2025-06-08 09:24:00,Valide
PAY00569,CMD00569,1505400.0,Carte bancaire,2025-02-15 00:16:00,Valide
PAY00490,CMD00490,213000.0,Especes a la livraison,2025-05-09 21:50:00,Valide
PAY00620,CMD00620,135600.0,Virement,2025-11-25 10:38:00,Valide
PAY00203,CMD00203,796800.0,Virement,2025-05-19 00:57:00,Valide
PAY00448,CMD00448,482300.0,Virement,2025-12-27 19:24:00,Valide
PAY00503,CMD00503,42200.0,Carte bancaire,2026-01-08 23:18:00,Valide
PAY00701,CMD90001,67800.0,Especes a la livraison,2025-06-25 14:48:00,Valide
PAY00700,CMD00700,399800.0,Virement,2025-05-07 04:49:00,Valide
PAY00491,CMD00491,67800.0,Carte bancaire,2025-05-22 01:02:00,Valide
PAY00458,CMD00458,183700.0,Virement,2026-01-08 15:27:00,Valide
PAY00251,CMD00251,890700.0,Especes a la livraison,2025-11-08 01:57:00,Valide
PAY00467,CMD00467,42200.0,Mobile Money,2025-11-19 11:33:00,Rembourse
PAY00451,CMD00451,328600.0,Mobile Money,2025-05-19 08:12:00,Valide
PAY00497,CMD00497,212100.0,Especes a la livraison,2025-06-16 19:58:00,Valide
PAY00179,CMD00179,315600.0,Mobile Money,2025-09-23 23:29:00,Valide
PAY00138,CMD00138,690200.0,Especes a la livraison,2025-06-22 17:36:00,Echoue
PAY00410,CMD00410,2735500.0,Carte bancaire,2025-10-26 13:16:00,Valide
PAY00421,CMD00421,569700.0,Especes a la livraison,2025-12-06 08:29:00,Valide
PAY90007,CMD80007,202200.0,Mobile Money,2025-05-06 12:49:00,Echoue
PAY00516,CMD00516,74000.0,Carte bancaire,2025-09-11 20:45:00,Valide
PAY00428,CMD00428,65700.0,Virement,2025-12-31 08:20:00,Echoue
PAY00340,CMD00340,188300.0,Mobile Money,2025-09-04 04:42:00,Valide
PAY00505,CMD00505,630600.0,Carte bancaire,2026-01-15 03:08:00,Valide
PAY00494,CMD00494,654500.0,Virement,2025-07-13 22:04:00,Valide
PAY00092,CMD00092,256500.0,Virement,2025-08-18 20:42:00,Valide
PAY00668,CMD00668,285600.0,Virement,2025-06-19 05:40:00,Rembourse
PAY00644,CMD00644,1266900.0,Mobile Money,2025-09-11 21:59:00,Valide
PAY00433,CMD00433,1053800.0,Virement,2025-08-14 22:08:00,Echoue
PAY00370,CMD00370,384500.0,Especes a la livraison,2025-06-05 07:41:00,Valide
PAY00051,CMD00051,74000.0,Virement,2025-10-19 05:23:00,Valide
PAY00058,CMD00058,64100.0,Especes a la livraison,2025-09-14 09:42:00,Valide
PAY00165,CMD00165,193200.0,Mobile Money,2025-12-02 07:31:00,Valide
PAY00240,CMD00240,336200.0,Especes a la livraison,2025-10-01 01:02:00,Valide
PAY00378,CMD00378,172200.0,Carte bancaire,2025-09-12 15:50:00,Rembourse
PAY00310,CMD00310,-464300.0,Virement,2025-09-26 02:35:00,Valide
PAY00411,CMD00411,378200.0,Virement,2025-09-26 20:20:00,Rembourse
PAY00572,CMD00572,158700.0,Especes a la livraison,2026-01-17 23:30:00,Echoue
PAY00456,CMD00456,65700.0,Carte bancaire,2025-09-30 23:47:00,Valide
PAY00027,CMD00027,2827100.0,Virement,2025-07-02 23:12:00,Valide
PAY00450,CMD00450,432100.0,Especes a la livraison,2025-10-26 11:28:00,Valide
PAY00538,CMD00538,163600.0,Mobile Money,2025-06-28 21:15:00,Valide
PAY00658,CMD00658,1739900.0,Carte bancaire,2025-08-19 13:50:00,Valide
PAY00691,CMD00691,55000.0,Mobile Money,2025-06-10 09:28:00,Rembourse
PAY00654,CMD00654,1039200.0,Especes a la livraison,2025-03-06 15:25:00,Valide
PAY00329,CMD00329,424100.0,Carte bancaire,2025-06-26 22:17:00,Echoue
PAY00316,CMD00316,36600.0,Virement,2025-09-15 22:37:00,Valide
PAY00082,CMD00082,913000.0,Carte bancaire,2025-10-27 13:33:00,Echoue
PAY00131,CMD00131,551200.0,Virement,2025-11-18 03:44:00,Valide
PAY90005,CMD80005,132700.0,Carte bancaire,2025-08-14 17:01:00,Valide
PAY00174,CMD00174,578900.0,Mobile Money,2025-10-06 17:56:00,Valide
PAY00218,CMD00218,117200.0,Virement,2025-07-27 17:26:00,Valide
PAY00432,CMD00432,486800.0,Carte bancaire,2025-09-26 13:16:00,Valide
PAY00598,CMD00598,202200.0,Mobile Money,2025-05-06 12:49:00,Echoue
PAY00257,CMD00257,74000.0,Mobile Money,2026-01-14 10:55:00,Valide
PAY00660,CMD00660,796800.0,Virement,2025-10-16 17:03:00,Valide
PAY00191,CMD00191,338400.0,Mobile Money,2025-03-13 10:43:00,Valide
PAY00279,CMD00279,853200.0,Especes a la livraison,2025-04-18 15:57:00,Rembourse
PAY00366,CMD00366,157800.0,Mobile Money,2025-08-06 15:19:00,Valide
PAY00507,CMD00507,344400.0,Mobile Money,2025-04-06 02:48:00,Valide
PAY00139,CMD00139,157800.0,Mobile Money,2025-10-29 22:41:00,Valide
PAY00504,CMD00504,96600.0,Mobile Money,2025-10-11 00:59:00,Valide
